,Country,Year,Group,Variable,Value,eta2_all,eta2_loo,delta_eta2,delta_eta2_pos,share_pos_pct
1716,Solomon Islands,2020,Group C: Emerging / High-growth,Inflation (%),2.963549921,0.1057658564329279,0.12167660121536489,-0.015910744782436995,0.0,0.0
1717,Solomon Islands,2020,Group C: Emerging / High-growth,Population Growth (%),2.220721486,0.01264092795125929,0.01884650003625975,-0.006205572085000461,0.0,0.0
1718,Solomon Islands,2021,Group C: Emerging / High-growth,Exports (% of GDP),27.17489083,0.0036469870675865925,0.002974460989459921,0.0006725260781266715,0.0006725260781266715,14.254246608893299
1719,Solomon Islands,2021,Group C: Emerging / High-growth,GDP Growth (%),2.564349754,0.0038247067747049323,0.003926793102813246,-0.00010208632810831389,0.0,0.0
1720,Solomon Islands,2021,Group C: Emerging / High-growth,GDP per Capita,13951.1219,0.8843165841218015,0.8837980638676232,0.0005185202541783118,0.0005185202541783118,10.990080258823157
1721,Solomon Islands,2021,Group C: Emerging / High-growth,Imports (% of GDP),39.46451645,0.024024086183693644,0.02783194411457404,-0.003807857930880395,0.0,0.0
1722,Solomon Islands,2021,Group C: Emerging / High-growth,Inflation (%),-0.115437894,0.029602386106217824,0.026075357210982694,0.0035270288952351306,0.0035270288952351306,74.75567313228353
1723,Solomon Islands,2021,Group C: Emerging / High-growth,Population Growth (%),2.401167987,0.028734158760180994,0.03977354836699017,-0.01103938960680918,0.0,0.0
1724,Solomon Islands,2022,Group C: Emerging / High-growth,Exports (% of GDP),26.28674312,0.0034636090079399866,0.002622740419901278,0.0008408685880387087,0.0008408685880387087,38.30944328954799
1725,Solomon Islands,2022,Group C: Emerging / High-growth,GDP Growth (%),2.402481436,0.02004309266253123,0.020232791333873977,-0.00018969867134274732,0.0,0.0
1726,Solomon Islands,2022,Group C: Emerging / High-growth,GDP per Capita,13948.37312,0.8731650746236863,0.8726051275132981,0.0005599471103882037,0.0005599471103882037,25.510837692959065
1727,Solomon Islands,2022,Group C: Emerging / High-growth,Imports (% of GDP),51.74918784,0.030152595350304155,0.033146420059989,-0.002993824709684848,0.0,0.0
1728,Solomon Islands,2022,Group C: Emerging / High-growth,Inflation (%),5.518129286,0.0718105433603243,0.07101642090294637,0.0007941224573779354,0.0007941224573779354,36.17971901749294
1729,Solomon Islands,2022,Group C: Emerging / High-growth,Population Growth (%),2.393780769,0.01024603125434257,0.016452645678646172,-0.006206614424303602,0.0,0.0
1730,Solomon Islands,2023,Group C: Emerging / High-growth,GDP Growth (%),2.656361867,0.0005158133182952325,0.0006135185819137537,-9.770526361852123e-05,0.0,0.0
1731,Solomon Islands,2023,Group C: Emerging / High-growth,GDP per Capita,13979.91263,0.8681725948405205,0.8674389076955775,0.0007336871449429294,0.0007336871449429294,10.822816039627222
1732,Solomon Islands,2023,Group C: Emerging / High-growth,Inflation (%),5.88585897,0.09115257709990993,0.09132790329468973,-0.00017532619477980682,0.0,0.0
1733,Solomon Islands,2023,Group C: Emerging / High-growth,Population Growth (%),2.395832434,0.053597451207192746,0.04755206031683905,0.006045390890353698,0.006045390890353698,89.17718396037277
1734,Solomon Islands,2024,Group B: Transitional / Mixed,GDP Growth (%),2.539341917,0.033413466620142565,0.0309720181380698,0.002441448482072766,0.002441448482072766,45.599043474709646
1735,Solomon Islands,2024,Group B: Transitional / Mixed,GDP per Capita,13999.05761,0.5066241484038584,0.5037114308858771,0.002912717517981278,0.002912717517981278,54.400956525290354
1736,Solomon Islands,2024,Group B: Transitional / Mixed,Population Growth (%),2.370783523,0.010593367028464496,0.0159447492862566,-0.005351382257792104,0.0,0.0
1737,Thailand,2015,Group C: Emerging / High-growth,Exports (% of GDP),67.63669027,0.023709997275814215,0.021772512969432414,0.0019374843063818016,0.0019374843063818016,28.001583808905572
1738,Thailand,2015,Group C: Emerging / High-growth,GDP Growth (%),3.134047249,0.014316810857366415,0.014152247783066445,0.0001645630742999702,0.0001645630742999702,2.37835563451202
1739,Thailand,2015,Group C: Emerging / High-growth,GDP per Capita,134977.5828,0.9719605441571625,0.9718308590424608,0.0001296851147016831,0.0001296851147016831,1.8742802695874368
1740,Thailand,2015,Group C: Emerging / High-growth,Imports (% of GDP),57.20297188,0.07552340407723149,0.07768354794926265,-0.002160143872031159,0.0,0.0
1741,Thailand,2015,Group C: Emerging / High-growth,Inflation (%),-0.900424963,0.018597764686277284,0.014288661963621252,0.004309102722656033,0.004309102722656033,62.277511426644
1742,Thailand,2015,Group C: Emerging / High-growth,Population Growth (%),0.460976294,0.0012695021236637867,0.000891141914744575,0.0003783602089192117,0.0003783602089192117,5.468268860350982
1743,Thailand,2015,Group C: Emerging / High-growth,Unemployment (%),0.597,0.03866396973267511,0.07390386054201949,-0.03523989080934438,0.0,0.0
1744,Thailand,2016,Group C: Emerging / High-growth,Exports (% of GDP),67.07088397,0.019730678329864648,0.017708053217392206,0.002022625112472441,0.002022625112472441,67.78668418818732
1745,Thailand,2016,Group C: Emerging / High-growth,GDP Growth (%),3.435157717,0.008235972094941237,0.008158713456686475,7.725863825476173e-05,7.725863825476173e-05,2.5892622809291352
1746,Thailand,2016,Group C: Emerging / High-growth,GDP per Capita,138985.6633,0.8996454259405996,0.8991814991843425,0.00046392675625706037,0.00046392675625706037,15.548139058950797
1747,Thailand,2016,Group C: Emerging / High-growth,Imports (% of GDP),53.50434332,0.07914966177530307,0.0816753323641504,-0.0025256705888473258,0.0,0.0
1748,Thailand,2016,Group C: Emerging / High-growth,Inflation (%),0.188149704,0.023946634811297576,0.02414606089512933,-0.00019942608383175311,0.0,0.0
1749,Thailand,2016,Group C: Emerging / High-growth,Population Growth (%),0.451266063,0.005514645924592136,0.005094647536517761,0.00041999838807437514,0.00041999838807437514,14.075914471932736
1750,Thailand,2016,Group C: Emerging / High-growth,Unemployment (%),0.688,0.0136832882110926,0.03347073364957325,-0.019787445438480652,0.0,0.0
1751,Thailand,2017,Group C: Emerging / High-growth,Exports (% of GDP),66.67283247,0.001576676453478359,0.0011460720074052807,0.00043060444607307823,0.00043060444607307823,9.057216087375037
1752,Thailand,2017,Group C: Emerging / High-growth,GDP Growth (%),4.177681032,0.025400668380323285,0.02595491800677065,-0.0005542496264473659,0.0,0.0
1753,Thailand,2017,Group C: Emerging / High-growth,GDP per Capita,144180.9168,0.8962842189684221,0.8958185229786594,0.00046569598976275994,0.00046569598976275994,9.795322014834667
1754,Thailand,2017,Group C: Emerging / High-growth,Imports (% of GDP),54.21859497,0.037317152360226695,0.03857832292920829,-0.001261170568981597,0.0,0.0
1755,Thailand,2017,Group C: Emerging / High-growth,Inflation (%),0.665631893,0.011260738362668962,0.008103492852107593,0.0031572455105613687,0.0031572455105613687,66.40863811516711
1756,Thailand,2017,Group C: Emerging / High-growth,Population Growth (%),0.42296351,0.014914968122288215,0.014214244744435745,0.0007007233778524701,0.0007007233778524701,14.73882378262319
1757,Thailand,2017,Group C: Emerging / High-growth,Unemployment (%),0.83,0.07405725007556335,0.09560405783999343,-0.021546807764430076,0.0,0.0
1758,Thailand,2018,Group C: Emerging / High-growth,Exports (% of GDP),64.8380969,0.002716710698111923,0.0022494924568657727,0.0004672182412461504,0.0004672182412461504,14.964246940356606
1759,Thailand,2018,Group C: Emerging / High-growth,GDP Growth (%),4.222870287,0.10167342287248653,0.10599282657487448,-0.004319403702387953,0.0,0.0
1760,Thailand,2018,Group C: Emerging / High-growth,GDP per Capita,149814.9681,0.8929467115873737,0.8924670888885309,0.0004796226988428298,0.0004796226988428298,15.361541716653878
1761,Thailand,2018,Group C: Emerging / High-growth,Imports (% of GDP),56.00376783,0.03495181115513965,0.03623115609256713,-0.0012793449374274776,0.0,0.0
1762,Thailand,2018,Group C: Emerging / High-growth,Inflation (%),1.063897542,0.018527157213349008,0.017227481828579787,0.00129967538476922,0.00129967538476922,41.626507021893474
1763,Thailand,2018,Group C: Emerging / High-growth,Population Growth (%),0.302929452,0.01145318704161831,0.010577473139266585,0.0008757139023517248,0.0008757139023517248,28.047704321096038
1764,Thailand,2018,Group C: Emerging / High-growth,Unemployment (%),0.766,0.017117446035631135,0.03207710500204472,-0.014959658966413585,0.0,0.0
1765,Thailand,2019,Group C: Emerging / High-growth,Exports (% of GDP),59.51889062,0.0024674328860656634,0.0021172811776674003,0.00035015170839826316,0.00035015170839826316,5.28010955299599
1766,Thailand,2019,Group C: Emerging / High-growth,GDP Growth (%),2.114557796,0.010004804290932699,0.009313137417190183,0.0006916668737425163,0.0006916668737425163,10.429984432304563
1767,Thailand,2019,Group C: Emerging / High-growth,GDP per Capita,152670.1942,0.8881072596650513,0.8876096853556972,0.000497574309354154,0.000497574309354154,7.503167344704244
1768,Thailand,2019,Group C: Emerging / High-growth,Imports (% of GDP),50.17062409,0.04579636376164851,0.04867079065983832,-0.0028744268981898136,0.0,0.0
1769,Thailand,2019,Group C: Emerging / High-growth,Inflation (%),0.706728601,0.04789608975617628,0.04382410933813715,0.004071980418039127,0.004071980418039127,61.403392270319266
1770,Thailand,2019,Group C: Emerging / High-growth,Population Growth (%),0.204609852,0.013268131435377476,0.012247981196321842,0.0010201502390556338,0.0010201502390556338,15.383346399675924
1771,Thailand,2019,Group C: Emerging / High-growth,Unemployment (%),0.716,0.03210577286848979,0.05022172046047035,-0.018115947591980555,0.0,0.0
1772,Thailand,2020,Group C: Emerging / High-growth,Exports (% of GDP),51.49442661,0.000851509296229778,0.001065207240511222,-0.00021369794428144394,0.0,0.0
1773,Thailand,2020,Group C: Emerging / High-growth,GDP Growth (%),-6.050038469,0.01929389973529624,0.01896113559926976,0.00033276413602648103,0.00033276413602648103,2.8197661480984246
1774,Thailand,2020,Group C: Emerging / High-growth,GDP per Capita,143194.912,0.8831964678300396,0.8826881603890728,0.0005083074409667487,0.0005083074409667487,4.3072794201311275
1775,Thailand,2020,Group C: Emerging / High-growth,Imports (% of GDP),46.30631664,0.046154448626462626,0.04926042416105586,-0.0031059755345932347,0.0,0.0
1776,Thailand,2020,Group C: Emerging / High-growth,Inflation (%),-0.845937147,0.1057658564329279,0.09587350062248354,0.009892355810444356,0.009892355810444356,83.82552991532708
1777,Thailand,2020,Group C: Emerging / High-growth,Population Growth (%),0.166540795,0.01264092795125929,0.01157323004854158,0.001067697902717709,0.001067697902717709,9.047424516443371
1778,Thailand,2020,Group C: Emerging / High-growth,Unemployment (%),1.099,0.062123375612350235,0.08683383777149017,-0.02471046215913994,0.0,0.0
1779,Thailand,2021,Group C: Emerging / High-growth,Exports (% of GDP),58.55938918,0.0036469870675865925,0.0042546265326517466,-0.000607639465065154,0.0,0.0
1780,Thailand,2021,Group C: Emerging / High-growth,GDP Growth (%),1.552166084,0.0038247067747049323,0.0036728212280981182,0.0001518855466068141,0.0001518855466068141,4.178247008716126
1781,Thailand,2021,Group C: Emerging / High-growth,GDP per Capita,145243.4896,0.8843165841218015,0.8838155211952238,0.0005010629265777,0.0005010629265777,13.783830791822679
1782,Thailand,2021,Group C: Emerging / High-growth,Imports (% of GDP),58.69355544,0.024024086183693644,0.024689354655233534,-0.0006652684715398906,0.0,0.0
1783,Thailand,2021,Group C: Emerging / High-growth,Inflation (%),1.230395413,0.029602386106217824,0.0270648860624736,0.002537500043744225,0.002537500043744225,69.80454825525638
1784,Thailand,2021,Group C: Emerging / High-growth,Population Growth (%),0.119758275,0.028734158760180994,0.028289457265873685,0.0004447014943073091,0.0004447014943073091,12.233373944204814
1785,Thailand,2021,Group C: Emerging / High-growth,Unemployment (%),1.215,0.04237427749329819,0.07461144666986327,-0.032237169176565085,0.0,0.0
1786,Thailand,2022,Group C: Emerging / High-growth,Exports (% of GDP),65.37276419,0.0034636090079399866,0.004243700785180191,-0.0007800917772402046,0.0,0.0
1787,Thailand,2022,Group C: Emerging / High-growth,GDP Growth (%),2.580378747,0.02004309266253123,0.020329492533284456,-0.00028639987075322615,0.0,0.0
1788,Thailand,2022,Group C: Emerging / High-growth,GDP per Capita,148974.7123,0.8731650746236863,0.8726249056926018,0.0005401689310845503,0.0005401689310845503,4.330219172216429
1789,Thailand,2022,Group C: Emerging / High-growth,Imports (% of GDP),67.48594789,0.030152595350304155,0.03035120330627527,-0.00019860795597111472,0.0,0.0
1790,Thailand,2022,Group C: Emerging / High-growth,Inflation (%),-1.610680305,0.0718105433603243,0.060725649830599505,0.011084893529724797,0.011084893529724797,88.8611242190805
1791,Thailand,2022,Group C: Emerging / High-growth,Population Growth (%),0.011148545,0.01024603125434257,0.009396692083234888,0.0008493391711076829,0.0008493391711076829,6.808656608703073
1792,Thailand,2022,Group C: Emerging / High-growth,Unemployment (%),0.94,0.12347665366486972,0.1679304151343329,-0.044453761469463185,0.0,0.0
1793,Thailand,2023,Group C: Emerging / High-growth,Exports (% of GDP),65.44456294,0.0006617500640739349,0.0005793181566192394,8.243190745469548e-05,8.243190745469548e-05,10.46650540907513
1794,Thailand,2023,Group C: Emerging / High-growth,GDP Growth (%),2.017750953,0.0005158133182952325,0.0006475084090091419,-0.0001316950907139094,0.0,0.0
1795,Thailand,2023,Group C: Emerging / High-growth,GDP per Capita,152050.3732,0.8681725948405205,0.867467448619145,0.0007051462213754078,0.0007051462213754078,89.53349459092486
1796,Thailand,2023,Group C: Emerging / High-growth,Imports (% of GDP),63.37955121,0.05697747467044031,0.05824094129668758,-0.001263466626247274,0.0,0.0
1797,Thailand,2023,Group C: Emerging / High-growth,Inflation (%),8.478051744,0.09115257709990993,0.09633132578688032,-0.005178748686970394,0.0,0.0
1798,Thailand,2023,Group C: Emerging / High-growth,Population Growth (%),-0.045865189,0.053597451207192746,0.058482268727682606,-0.004884817520489859,0.0,0.0
1799,Thailand,2023,Group C: Emerging / High-growth,Unemployment (%),0.733,0.12775659178727664,0.3104716178547306,-0.18271502606745396,0.0,0.0
1800,Thailand,2024,Group B: Transitional / Mixed,Exports (% of GDP),70.06388855,0.0063045081897715165,0.005673721750036691,0.0006307864397348253,0.0006307864397348253,4.9931266787551785
1801,Thailand,2024,Group B: Transitional / Mixed,GDP Growth (%),2.525961758,0.033413466620142565,0.03094070688691791,0.002472759733224656,0.002472759733224656,19.573665215926344
1802,Thailand,2024,Group B: Transitional / Mixed,GDP per Capita,155965.986,0.5066241484038584,0.5038530098266577,0.0027711385772006825,0.0027711385772006825,21.935547577980824
1803,Thailand,2024,Group B: Transitional / Mixed,Imports (% of GDP),66.71085654,0.03622949541957388,0.038088559143344705,-0.0018590637237708221,0.0,0.0
1804,Thailand,2024,Group B: Transitional / Mixed,Inflation (%),1.365805408,0.3451944096894889,0.33949441918698575,0.005699990502503138,0.005699990502503138,45.11950932024491
1805,Thailand,2024,Group B: Transitional / Mixed,Population Growth (%),-0.048021055,0.010593367028464496,0.009534947222300154,0.0010584198061643416,0.0010584198061643416,8.378151207092738
1806,Timor-Leste,2015,Group C: Emerging / High-growth,Exports (% of GDP),3.050307291,0.023709997275814215,0.030966734880407375,-0.0072567376045931595,0.0,0.0
1807,Timor-Leste,2015,Group C: Emerging / High-growth,GDP Growth (%),2.480040402,0.014316810857366415,0.013718438541295563,0.0005983723160708516,0.0005983723160708516,21.548471011183786
1808,Timor-Leste,2015,Group C: Emerging / High-growth,GDP per Capita,1319.593057,0.9719605441571625,0.9718315146652667,0.00012902949189574908,0.00012902949189574908,4.646585731038573
1809,Timor-Leste,2015,Group C: Emerging / High-growth,Imports (% of GDP),57.02661364,0.07552340407723149,0.07773289317427211,-0.0022094890970406206,0.0,0.0
1810,Timor-Leste,2015,Group C: Emerging / High-growth,Inflation (%),0.552796026,0.018597764686277284,0.016548299793305833,0.002049464892971451,0.002049464892971451,73.80494325777764
1811,Timor-Leste,2015,Group C: Emerging / High-growth,Population Growth (%),1.946242341,0.0012695021236637867,0.0024570795296696203,-0.0011875774060058335,0.0,0.0
1812,Timor-Leste,2015,Group C: Emerging / High-growth,Unemployment (%),3.678,0.03866396973267511,0.039814155648472196,-0.001150185915797089,0.0,0.0
1813,Timor-Leste,2016,Group C: Emerging / High-growth,Exports (% of GDP),3.156422882,0.019730678329864648,0.027114947174319157,-0.007384268844454509,0.0,0.0
1814,Timor-Leste,2016,Group C: Emerging / High-growth,GDP Growth (%),3.009930626,0.008235972094941237,0.008132937350867972,0.00010303474407326492,0.00010303474407326492,3.131478586442302
1815,Timor-Leste,2016,Group C: Emerging / High-growth,GDP per Capita,1333.658631,0.8996454259405996,0.8991593480252303,0.00048607791536925404,0.00048607791536925404,14.773100054860935
1816,Timor-Leste,2016,Group C: Emerging / High-growth,Imports (% of GDP),57.15419888,0.07914966177530307,0.08055405986430372,-0.0014043980890006552,0.0,0.0
1817,Timor-Leste,2016,Group C: Emerging / High-growth,Inflation (%),-1.338538762,0.023946634811297576,0.02611327599791893,-0.002166641186621354,0.0,0.0
1818,Timor-Leste,2016,Group C: Emerging / High-growth,Population Growth (%),1.905259439,0.005514645924592136,0.0073035483344806845,-0.0017889024098885487,0.0,0.0
1819,Timor-Leste,2016,Group C: Emerging / High-growth,Unemployment (%),4.657,0.0136832882110926,0.01098211031835467,0.0027011778927379295,0.0027011778927379295,82.09542135869677
1820,Timor-Leste,2017,Group C: Emerging / High-growth,Exports (% of GDP),2.409011316,0.001576676453478359,0.0033675878901020927,-0.0017909114366237338,0.0,0.0
1821,Timor-Leste,2017,Group C: Emerging / High-growth,GDP Growth (%),-3.182415225,0.025400668380323285,0.020563511119176883,0.004837157261146401,0.004837157261146401,55.77153755038316
1822,Timor-Leste,2017,Group C: Emerging / High-growth,GDP per Capita,1267.086681,0.8962842189684221,0.8958036231131861,0.00048059585523607673,0.00048059585523607673,5.5411822150485435
1823,Timor-Leste,2017,Group C: Emerging / High-growth,Imports (% of GDP),56.22573946,0.037317152360226695,0.03821650530923878,-0.0008993529490120833,0.0,0.0
1824,Timor-Leste,2017,Group C: Emerging / High-growth,Inflation (%),0.557215537,0.011260738362668962,0.007905326862105768,0.003355411500563194,0.003355411500563194,38.68728023456829
1825,Timor-Leste,2017,Group C: Emerging / High-growth,Population Growth (%),1.886415497,0.014914968122288215,0.019318595759854243,-0.004403627637566028,0.0,0.0
1826,Timor-Leste,2018,Group C: Emerging / High-growth,Exports (% of GDP),2.931531733,0.002716710698111923,0.0050284777119262184,-0.0023117670138142954,0.0,0.0
1827,Timor-Leste,2018,Group C: Emerging / High-growth,GDP Growth (%),0.000114755,0.10167342287248653,0.09825408800186371,0.00341933487062282,0.00341933487062282,84.41608155642301
1828,Timor-Leste,2018,Group C: Emerging / High-growth,GDP per Capita,1243.00077,0.8929467115873737,0.8924511205345684,0.0004955910528052776,0.0004955910528052776,12.23508556932407
1829,Timor-Leste,2018,Group C: Emerging / High-growth,Imports (% of GDP),61.88765079,0.03495181115513965,0.035175286206161234,-0.00022347505102158355,0.0,0.0
1830,Timor-Leste,2018,Group C: Emerging / High-growth,Inflation (%),2.63647201,0.018527157213349008,0.01839151029854679,0.0001356469148022163,0.0001356469148022163,3.34883287425292
1831,Timor-Leste,2018,Group C: Emerging / High-growth,Population Growth (%),1.919302866,0.01145318704161831,0.015273977865133943,-0.0038207908235156334,0.0,0.0
1832,Timor-Leste,2019,Group C: Emerging / High-growth,Exports (% of GDP),21.21431785,0.0024674328860656634,0.0037827866199243872,-0.0013153537338587238,0.0,0.0
1833,Timor-Leste,2019,Group C: Emerging / High-growth,GDP Growth (%),23.41201358,0.010004804290932699,0.03680707838418539,-0.02680227409325269,0.0,0.0
1834,Timor-Leste,2019,Group C: Emerging / High-growth,GDP per Capita,1504.54998,0.8881072596650513,0.8875922500527137,0.0005150096123376358,0.0005150096123376358,13.347449353396657
1835,Timor-Leste,2019,Group C: Emerging / High-growth,Imports (% of GDP),49.39992658,0.04579636376164851,0.04885298071633981,-0.0030566169546913033,0.0,0.0
1836,Timor-Leste,2019,Group C: Emerging / High-growth,Inflation (%),0.95881274,0.04789608975617628,0.044552612262087274,0.0033434774940890033,0.0033434774940890033,86.65255064660334
1837,Timor-Leste,2019,Group C: Emerging / High-growth,Population Growth (%),1.939287072,0.013268131435377476,0.017827787792729918,-0.0045596563573524415,0.0,0.0
1838,Timor-Leste,2020,Group C: Emerging / High-growth,Exports (% of GDP),36.66621405,0.000851509296229778,0.0007240942431405577,0.00012741505308922027,0.00012741505308922027,2.5016400469071383
1839,Timor-Leste,2020,Group C: Emerging / High-growth,GDP Growth (%),31.96191857,0.01929389973529624,0.04267095921227197,-0.023377059476975732,0.0,0.0
1840,Timor-Leste,2020,Group C: Emerging / High-growth,GDP per Capita,1947.840064,0.8831964678300396,0.8826694254493084,0.0005270423807312019,0.0005270423807312019,10.347837983720941
1841,Timor-Leste,2020,Group C: Emerging / High-growth,Imports (% of GDP),48.08409545,0.046154448626462626,0.04883213694271644,-0.0026776883162538123,0.0,0.0
1842,Timor-Leste,2020,Group C: Emerging / High-growth,Inflation (%),0.495499215,0.1057658564329279,0.10132705301786049,0.004438803415067402,0.004438803415067402,87.15052196937192
1843,Timor-Leste,2020,Group C: Emerging / High-growth,Population Growth (%),1.911593734,0.01264092795125929,0.017404844297931307,-0.0047639163466720175,0.0,0.0
1844,Timor-Leste,2021,Group C: Emerging / High-growth,Exports (% of GDP),63.51514688,0.0036469870675865925,0.004490694986186572,-0.000843707918599979,0.0,0.0
1845,Timor-Leste,2021,Group C: Emerging / High-growth,GDP Growth (%),5.315538537,0.0038247067747049323,0.004708667182060125,-0.000883960407355193,0.0,0.0
1846,Timor-Leste,2021,Group C: Emerging / High-growth,GDP per Capita,2014.782394,0.8843165841218015,0.8837967728507298,0.0005198112710717018,0.0005198112710717018,100.0
1847,Timor-Leste,2021,Group C: Emerging / High-growth,Imports (% of GDP),36.35227604,0.024024086183693644,0.02841281587801754,-0.004388729694323898,0.0,0.0
1848,Timor-Leste,2021,Group C: Emerging / High-growth,Inflation (%),3.697920947,0.029602386106217824,0.03390342186710981,-0.0043010357608919865,0.0,0.0
1849,Timor-Leste,2021,Group C: Emerging / High-growth,Population Growth (%),1.800068931,0.028734158760180994,0.03589655047714003,-0.007162391716959034,0.0,0.0
1850,Timor-Leste,2021,Group C: Emerging / High-growth,Unemployment (%),2.344,0.04237427749329819,0.05942466392074065,-0.017050386427442464,0.0,0.0
1851,Timor-Leste,2022,Group C: Emerging / High-growth,Exports (% of GDP),55.61205344,0.0034636090079399866,0.0037833556916943407,-0.000319746683754354,0.0,0.0
1852,Timor-Leste,2022,Group C: Emerging / High-growth,GDP Growth (%),-20.54158475,0.02004309266253123,0.01378904074879617,0.00625405191373506,0.00625405191373506,91.7617725035103
1853,Timor-Leste,2022,Group C: Emerging / High-growth,GDP per Capita,1578.517883,0.8731650746236863,0.8726035956871473,0.0005614789365390171,0.0005614789365390171,8.2382274964897
1854,Timor-Leste,2022,Group C: Emerging / High-growth,Imports (% of GDP),42.00986811,0.030152595350304155,0.035185698839032206,-0.005033103488728052,0.0,0.0
1855,Timor-Leste,2022,Group C: Emerging / High-growth,Inflation (%),7.005309454,0.0718105433603243,0.07476334709361306,-0.002952803733288753,0.0,0.0
1856,Timor-Leste,2022,Group C: Emerging / High-growth,Population Growth (%),1.408845874,0.01024603125434257,0.012924673508554132,-0.0026786422542115617,0.0,0.0
1857,Timor-Leste,2022,Group C: Emerging / High-growth,Unemployment (%),1.537,0.12347665366486972,0.15558019987862529,-0.032103546213755565,0.0,0.0
1858,Timor-Leste,2023,Group C: Emerging / High-growth,Exports (% of GDP),22.92548793,0.0006617500640739349,0.001287696049696824,-0.0006259459856228891,0.0,0.0
1859,Timor-Leste,2023,Group C: Emerging / High-growth,GDP Growth (%),-18.12479096,0.0005158133182952325,0.002635590062015233,-0.0021197767437200004,0.0,0.0
1860,Timor-Leste,2023,Group C: Emerging / High-growth,GDP per Capita,1278.418727,0.8681725948405205,0.8674365605755061,0.0007360342650143403,0.0007360342650143403,33.71615536012176
1861,Timor-Leste,2023,Group C: Emerging / High-growth,Imports (% of GDP),66.37510343,0.05697747467044031,0.0573096383615897,-0.0003321636911493911,0.0,0.0
1862,Timor-Leste,2023,Group C: Emerging / High-growth,Inflation (%),8.420351033,0.09115257709990993,0.09620137717900357,-0.0050488000790936405,0.0,0.0
1863,Timor-Leste,2023,Group C: Emerging / High-growth,Population Growth (%),1.08884744,0.053597451207192746,0.05215045405254263,0.0014469971546501176,0.0014469971546501176,66.28384463987824
1864,Timor-Leste,2024,Group B: Transitional / Mixed,GDP Growth (%),-2.189121556,0.033413466620142565,0.023608244515123927,0.009805222105018638,0.009805222105018638,61.82814215787662
1865,Timor-Leste,2024,Group B: Transitional / Mixed,GDP per Capita,1235.834187,0.5066241484038584,0.5036988875049595,0.002925260898898885,0.002925260898898885,18.445624664986045
1866,Timor-Leste,2024,Group B: Transitional / Mixed,Inflation (%),2.06284153,0.3451944096894889,0.3420660592191913,0.0031283504702975806,0.0031283504702975806,19.72623317713733
1867,Timor-Leste,2024,Group B: Transitional / Mixed,Population Growth (%),1.174336386,0.010593367028464496,0.012160499532944772,-0.0015671325044802759,0.0,0.0
1868,Tonga,2015,Group C: Emerging / High-growth,Exports (% of GDP),16.94011259,0.023709997275814215,0.02840545641090605,-0.004695459135091836,0.0,0.0
1869,Tonga,2015,Group C: Emerging / High-growth,GDP Growth (%),1.113744024,0.014316810857366415,0.012873916997062425,0.0014428938603039902,0.0014428938603039902,20.623198019149346
1870,Tonga,2015,Group C: Emerging / High-growth,GDP per Capita,8711.535888,0.9719605441571625,0.971831213009413,0.00012933114774948962,0.00012933114774948962,1.8485225722144611
1871,Tonga,2015,Group C: Emerging / High-growth,Imports (% of GDP),64.41405285,0.07552340407723149,0.07576919612974403,-0.00024579205251254455,0.0,0.0
1872,Tonga,2015,Group C: Emerging / High-growth,Inflation (%),-1.05399832,0.018597764686277284,0.014084071919147902,0.004513692767129382,0.004513692767129382,64.51394818084526
1873,Tonga,2015,Group C: Emerging / High-growth,Population Growth (%),-0.483301678,0.0012695021236637867,0.0003589596070712712,0.0009105425165925156,0.0009105425165925156,13.014331227790931
1874,Tonga,2016,Group C: Emerging / High-growth,Exports (% of GDP),21.66220286,0.019730678329864648,0.023697558858883735,-0.003966880529019088,0.0,0.0
1875,Tonga,2016,Group C: Emerging / High-growth,GDP Growth (%),6.598698794,0.008235972094941237,0.008554617875592155,-0.00031864578065091825,0.0,0.0
1876,Tonga,2016,Group C: Emerging / High-growth,GDP per Capita,9336.633373,0.8996454259405996,0.8991603846576885,0.0004850412829110473,0.0004850412829110473,24.25346250211021
1877,Tonga,2016,Group C: Emerging / High-growth,Imports (% of GDP),63.22905096,0.07914966177530307,0.07882704101235065,0.00032262076295241915,0.00032262076295241915,16.131968251666663
1878,Tonga,2016,Group C: Emerging / High-growth,Inflation (%),2.578155152,0.023946634811297576,0.02467445556236181,-0.0007278207510642357,0.0,0.0
1879,Tonga,2016,Group C: Emerging / High-growth,Population Growth (%),-0.539650396,0.005514645924592136,0.004322423282366858,0.001192222642225278,0.001192222642225278,59.61456924622313
1880,Tonga,2016,Group C: Emerging / High-growth,Unemployment (%),1.054,0.0136832882110926,0.03002381327149432,-0.01634052506040172,0.0,0.0
1881,Tonga,2017,Group C: Emerging / High-growth,Exports (% of GDP),22.17613598,0.001576676453478359,0.0024794171459749715,-0.0009027406924966125,0.0,0.0
1882,Tonga,2017,Group C: Emerging / High-growth,GDP Growth (%),3.202319762,0.025400668380323285,0.02502755746323403,0.00037311091708925465,0.00037311091708925465,9.984816907404456
1883,Tonga,2017,Group C: Emerging / High-growth,GDP per Capita,9650.987129,0.8962842189684221,0.8958042480940392,0.00047997087438289565,0.00047997087438289565,12.844494980171289
1884,Tonga,2017,Group C: Emerging / High-growth,Imports (% of GDP),65.8673566,0.037317152360226695,0.036609265778270346,0.000707886581956349,0.000707886581956349,18.943744576499988
